"dteday","season","yr","weekday","hr","rider_type","riders","price","cogs","revenue","profit","iso_weekday","season_calendar"
"2021-07-30",3,0,6,0,"registered",73,"3.99","1.24","291.27","200.75",5,"3"
"2021-07-30",3,0,6,1,"registered",75,"3.99","1.24","299.25","206.25",5,"3"
"2021-07-30",3,0,6,2,"registered",31,"3.99","1.24","123.69","85.25",5,"3"
"2021-07-30",3,0,6,3,"registered",25,"3.99","1.24","99.75","68.75",5,"3"
"2021-07-30",3,0,6,4,"registered",6,"3.99","1.24","23.94","16.50",5,"3"
"2021-07-30",3,0,6,5,"registered",9,"3.99","1.24","35.91","24.75",5,"3"
"2021-07-30",3,0,6,6,"registered",18,"3.99","1.24","71.82","49.50",5,"3"
"2021-07-30",3,0,6,7,"registered",39,"3.99","1.24","155.61","107.25",5,"3"
"2021-07-30",3,0,6,8,"registered",87,"3.99","1.24","347.13","239.25",5,"3"
"2021-07-30",3,0,6,9,"registered",125,"3.99","1.24","498.75","343.75",5,"3"
"2021-07-30",3,0,6,10,"registered",182,"3.99","1.24","726.18","500.50",5,"3"
"2021-07-30",3,0,6,11,"registered",206,"3.99","1.24","821.94","566.50",5,"3"
"2021-07-30",3,0,6,12,"registered",230,"3.99","1.24","917.70","632.50",5,"3"
"2021-07-30",3,0,6,13,"registered",183,"3.99","1.24","730.17","503.25",5,"3"
"2021-07-30",3,0,6,14,"registered",193,"3.99","1.24","770.07","530.75",5,"3"
"2021-07-30",3,0,6,15,"registered",189,"3.99","1.24","754.11","519.75",5,"3"
"2021-07-30",3,0,6,16,"registered",176,"3.99","1.24","702.24","484.00",5,"3"
"2021-07-30",3,0,6,17,"registered",209,"3.99","1.24","833.91","574.75",5,"3"
"2021-07-30",3,0,6,18,"registered",207,"3.99","1.24","825.93","569.25",5,"3"
"2021-07-30",3,0,6,19,"registered",155,"3.99","1.24","618.45","426.25",5,"3"
"2021-07-30",3,0,6,20,"registered",132,"3.99","1.24","526.68","363.00",5,"3"
"2021-07-30",3,0,6,21,"registered",123,"3.99","1.24","490.77","338.25",5,"3"
"2021-07-30",3,0,6,22,"registered",129,"3.99","1.24","514.71","354.75",5,"3"
"2021-07-30",3,0,6,23,"registered",114,"3.99","1.24","454.86","313.50",5,"3"
"2021-07-31",3,0,0,0,"registered",80,"3.99","1.24","319.20","220.00",6,"3"
"2021-07-31",3,0,0,1,"registered",71,"3.99","1.24","283.29","195.25",6,"3"
"2021-07-31",3,0,0,2,"registered",48,"3.99","1.24","191.52","132.00",6,"3"
"2021-07-31",3,0,0,3,"registered",26,"3.99","1.24","103.74","71.50",6,"3"
"2021-07-31",3,0,0,4,"registered",7,"3.99","1.24","27.93","19.25",6,"3"
"2021-07-31",3,0,0,5,"registered",4,"3.99","1.24","15.96","11.00",6,"3"
"2021-07-31",3,0,0,6,"registered",8,"3.99","1.24","31.92","22.00",6,"3"
"2021-07-31",3,0,0,7,"registered",26,"3.99","1.24","103.74","71.50",6,"3"
"2021-07-31",3,0,0,8,"registered",88,"3.99","1.24","351.12","242.00",6,"3"
"2021-07-31",3,0,0,9,"registered",128,"3.99","1.24","510.72","352.00",6,"3"
"2021-07-31",3,0,0,10,"registered",163,"3.99","1.24","650.37","448.25",6,"3"
"2021-07-31",3,0,0,11,"registered",163,"3.99","1.24","650.37","448.25",6,"3"
"2021-07-31",3,0,0,12,"registered",192,"3.99","1.24","766.08","528.00",6,"3"
"2021-07-31",3,0,0,13,"registered",152,"3.99","1.24","606.48","418.00",6,"3"
"2021-07-31",3,0,0,14,"registered",196,"3.99","1.24","782.04","539.00",6,"3"
"2021-07-31",3,0,0,15,"registered",184,"3.99","1.24","734.16","506.00",6,"3"
"2021-07-31",3,0,0,16,"registered",208,"3.99","1.24","829.92","572.00",6,"3"
"2021-07-31",3,0,0,17,"registered",206,"3.99","1.24","821.94","566.50",6,"3"
"2021-07-31",3,0,0,18,"registered",213,"3.99","1.24","849.87","585.75",6,"3"
"2021-07-31",3,0,0,19,"registered",187,"3.99","1.24","746.13","514.25",6,"3"
"2021-07-31",3,0,0,20,"registered",205,"3.99","1.24","817.95","563.75",6,"3"
"2021-07-31",3,0,0,21,"registered",96,"3.99","1.24","383.04","264.00",6,"3"
"2021-07-31",3,0,0,22,"registered",71,"3.99","1.24","283.29","195.25",6,"3"
"2021-07-31",3,0,0,23,"registered",56,"3.99","1.24","223.44","154.00",6,"3"
"2021-08-01",3,0,1,0,"registered",22,"3.99","1.24","87.78","60.50",7,"3"
"2021-08-01",3,0,1,1,"registered",12,"3.99","1.24","47.88","33.00",7,"3"
"2021-08-01",3,0,1,2,"registered",7,"3.99","1.24","27.93","19.25",7,"3"
"2021-08-01",3,0,1,3,"registered",4,"3.99","1.24","15.96","11.00",7,"3"
"2021-08-01",3,0,1,4,"registered",2,"3.99","1.24","7.98","5.50",7,"3"
"2021-08-01",3,0,1,5,"registered",24,"3.99","1.24","95.76","66.00",7,"3"
"2021-08-01",3,0,1,6,"registered",97,"3.99","1.24","387.03","266.75",7,"3"
"2021-08-01",3,0,1,7,"registered",258,"3.99","1.24","1029.42","709.50",7,"3"
"2021-08-01",3,0,1,8,"registered",347,"3.99","1.24","1384.53","954.25",7,"3"
"2021-08-01",3,0,1,9,"registered",139,"3.99","1.24","554.61","382.25",7,"3"
"2021-08-01",3,0,1,10,"registered",70,"3.99","1.24","279.30","192.50",7,"3"
"2021-08-01",3,0,1,11,"registered",66,"3.99","1.24","263.34","181.50",7,"3"
"2021-08-01",3,0,1,12,"registered",115,"3.99","1.24","458.85","316.25",7,"3"
"2021-08-01",3,0,1,13,"registered",112,"3.99","1.24","446.88","308.00",7,"3"
"2021-08-01",3,0,1,14,"registered",86,"3.99","1.24","343.14","236.50",7,"3"
"2021-08-01",3,0,1,15,"registered",77,"3.99","1.24","307.23","211.75",7,"3"
"2021-08-01",3,0,1,16,"registered",197,"3.99","1.24","786.03","541.75",7,"3"
"2021-08-01",3,0,1,17,"registered",445,"3.99","1.24","1775.55","1223.75",7,"3"
"2021-08-01",3,0,1,18,"registered",475,"3.99","1.24","1895.25","1306.25",7,"3"
"2021-08-01",3,0,1,19,"registered",350,"3.99","1.24","1396.50","962.50",7,"3"
"2021-08-01",3,0,1,20,"registered",256,"3.99","1.24","1021.44","704.00",7,"3"
"2021-08-01",3,0,1,21,"registered",178,"3.99","1.24","710.22","489.50",7,"3"
"2021-08-01",3,0,1,22,"registered",116,"3.99","1.24","462.84","319.00",7,"3"
"2021-08-01",3,0,1,23,"registered",82,"3.99","1.24","327.18","225.50",7,"3"
"2021-08-02",3,0,2,0,"registered",18,"3.99","1.24","71.82","49.50",1,"3"
"2021-08-02",3,0,2,1,"registered",8,"3.99","1.24","31.92","22.00",1,"3"
"2021-08-02",3,0,2,2,"registered",6,"3.99","1.24","23.94","16.50",1,"3"
"2021-08-02",3,0,2,3,"registered",5,"3.99","1.24","19.95","13.75",1,"3"
"2021-08-02",3,0,2,4,"registered",10,"3.99","1.24","39.90","27.50",1,"3"
"2021-08-02",3,0,2,5,"registered",17,"3.99","1.24","67.83","46.75",1,"3"
"2021-08-02",3,0,2,6,"registered",105,"3.99","1.24","418.95","288.75",1,"3"
"2021-08-02",3,0,2,7,"registered",320,"3.99","1.24","1276.80","880.00",1,"3"
"2021-08-02",3,0,2,8,"registered",398,"3.99","1.24","1588.02","1094.50",1,"3"
"2021-08-02",3,0,2,9,"registered",182,"3.99","1.24","726.18","500.50",1,"3"
"2021-08-02",3,0,2,10,"registered",90,"3.99","1.24","359.10","247.50",1,"3"
"2021-08-02",3,0,2,11,"registered",96,"3.99","1.24","383.04","264.00",1,"3"
"2021-08-02",3,0,2,12,"registered",112,"3.99","1.24","446.88","308.00",1,"3"
"2021-08-02",3,0,2,13,"registered",153,"3.99","1.24","610.47","420.75",1,"3"
"2021-08-02",3,0,2,14,"registered",114,"3.99","1.24","454.86","313.50",1,"3"
"2021-08-02",3,0,2,15,"registered",120,"3.99","1.24","478.80","330.00",1,"3"
"2021-08-02",3,0,2,16,"registered",216,"3.99","1.24","861.84","594.00",1,"3"
"2021-08-02",3,0,2,17,"registered",493,"3.99","1.24","1967.07","1355.75",1,"3"
"2021-08-02",3,0,2,18,"registered",491,"3.99","1.24","1959.09","1350.25",1,"3"
"2021-08-02",3,0,2,19,"registered",369,"3.99","1.24","1472.31","1014.75",1,"3"
"2021-08-02",3,0,2,20,"registered",248,"3.99","1.24","989.52","682.00",1,"3"
"2021-08-02",3,0,2,21,"registered",201,"3.99","1.24","801.99","552.75",1,"3"
"2021-08-02",3,0,2,22,"registered",169,"3.99","1.24","674.31","464.75",1,"3"
"2021-08-02",3,0,2,23,"registered",103,"3.99","1.24","410.97","283.25",1,"3"
"2021-08-03",3,0,3,0,"registered",32,"3.99","1.24","127.68","88.00",2,"3"
"2021-08-03",3,0,3,1,"registered",9,"3.99","1.24","35.91","24.75",2,"3"
"2021-08-03",3,0,3,2,"registered",9,"3.99","1.24","35.91","24.75",2,"3"
"2021-08-03",3,0,3,3,"registered",4,"3.99","1.24","15.96","11.00",2,"3"
"2021-08-03",3,0,3,4,"registered",7,"3.99","1.24","27.93","19.25",2,"3"
"2021-08-03",3,0,3,5,"registered",22,"3.99","1.24","87.78","60.50",2,"3"
"2021-08-03",3,0,3,6,"registered",101,"3.99","1.24","402.99","277.75",2,"3"
"2021-08-03",3,0,3,7,"registered",252,"3.99","1.24","1005.48","693.00",2,"3"
"2021-08-03",3,0,3,8,"registered",408,"3.99","1.24","1627.92","1122.00",2,"3"
"2021-08-03",3,0,3,9,"registered",172,"3.99","1.24","686.28","473.00",2,"3"
"2021-08-03",3,0,3,10,"registered",59,"3.99","1.24","235.41","162.25",2,"3"
"2021-08-03",3,0,3,11,"registered",93,"3.99","1.24","371.07","255.75",2,"3"
"2021-08-03",3,0,3,12,"registered",142,"3.99","1.24","566.58","390.50",2,"3"
"2021-08-03",3,0,3,13,"registered",107,"3.99","1.24","426.93","294.25",2,"3"
"2021-08-03",3,0,3,14,"registered",104,"3.99","1.24","414.96","286.00",2,"3"
"2021-08-03",3,0,3,15,"registered",87,"3.99","1.24","347.13","239.25",2,"3"
"2021-08-03",3,0,3,16,"registered",129,"3.99","1.24","514.71","354.75",2,"3"
"2021-08-03",3,0,3,17,"registered",378,"3.99","1.24","1508.22","1039.50",2,"3"
"2021-08-03",3,0,3,18,"registered",443,"3.99","1.24","1767.57","1218.25",2,"3"
"2021-08-03",3,0,3,19,"registered",270,"3.99","1.24","1077.30","742.50",2,"3"
"2021-08-03",3,0,3,20,"registered",80,"3.99","1.24","319.20","220.00",2,"3"
"2021-08-03",3,0,3,21,"registered",81,"3.99","1.24","323.19","222.75",2,"3"
"2021-08-03",3,0,3,22,"registered",66,"3.99","1.24","263.34","181.50",2,"3"
"2021-08-03",3,0,3,23,"registered",52,"3.99","1.24","207.48","143.00",2,"3"
"2021-08-04",3,0,4,0,"registered",15,"3.99","1.24","59.85","41.25",3,"3"
"2021-08-04",3,0,4,1,"registered",14,"3.99","1.24","55.86","38.50",3,"3"
"2021-08-04",3,0,4,2,"registered",5,"3.99","1.24","19.95","13.75",3,"3"
"2021-08-04",3,0,4,3,"registered",3,"3.99","1.24","11.97","8.25",3,"3"
"2021-08-04",3,0,4,4,"registered",7,"3.99","1.24","27.93","19.25",3,"3"
"2021-08-04",3,0,4,5,"registered",17,"3.99","1.24","67.83","46.75",3,"3"
"2021-08-04",3,0,4,6,"registered",90,"3.99","1.24","359.10","247.50",3,"3"
"2021-08-04",3,0,4,7,"registered",271,"3.99","1.24","1081.29","745.25",3,"3"
"2021-08-04",3,0,4,8,"registered",369,"3.99","1.24","1472.31","1014.75",3,"3"
"2021-08-04",3,0,4,9,"registered",162,"3.99","1.24","646.38","445.50",3,"3"
"2021-08-04",3,0,4,10,"registered",89,"3.99","1.24","355.11","244.75",3,"3"
"2021-08-04",3,0,4,11,"registered",112,"3.99","1.24","446.88","308.00",3,"3"
"2021-08-04",3,0,4,12,"registered",152,"3.99","1.24","606.48","418.00",3,"3"
"2021-08-04",3,0,4,13,"registered",142,"3.99","1.24","566.58","390.50",3,"3"
"2021-08-04",3,0,4,14,"registered",114,"3.99","1.24","454.86","313.50",3,"3"
"2021-08-04",3,0,4,15,"registered",115,"3.99","1.24","458.85","316.25",3,"3"
"2021-08-04",3,0,4,16,"registered",220,"3.99","1.24","877.80","605.00",3,"3"
"2021-08-04",3,0,4,17,"registered",464,"3.99","1.24","1851.36","1276.00",3,"3"
"2021-08-04",3,0,4,18,"registered",435,"3.99","1.24","1735.65","1196.25",3,"3"
"2021-08-04",3,0,4,19,"registered",301,"3.99","1.24","1200.99","827.75",3,"3"
"2021-08-04",3,0,4,20,"registered",245,"3.99","1.24","977.55","673.75",3,"3"
"2021-08-04",3,0,4,21,"registered",186,"3.99","1.24","742.14","511.50",3,"3"
"2021-08-04",3,0,4,22,"registered",141,"3.99","1.24","562.59","387.75",3,"3"
"2021-08-04",3,0,4,23,"registered",108,"3.99","1.24","430.92","297.00",3,"3"
"2021-08-05",3,0,5,0,"registered",41,"3.99","1.24","163.59","112.75",4,"3"
"2021-08-05",3,0,5,1,"registered",16,"3.99","1.24","63.84","44.00",4,"3"
"2021-08-05",3,0,5,2,"registered",14,"3.99","1.24","55.86","38.50",4,"3"
"2021-08-05",3,0,5,3,"registered",6,"3.99","1.24","23.94","16.50",4,"3"
"2021-08-05",3,0,5,4,"registered",6,"3.99","1.24","23.94","16.50",4,"3"
"2021-08-05",3,0,5,5,"registered",16,"3.99","1.24","63.84","44.00",4,"3"
"2021-08-05",3,0,5,6,"registered",94,"3.99","1.24","375.06","258.50",4,"3"
"2021-08-05",3,0,5,7,"registered",247,"3.99","1.24","985.53","679.25",4,"3"
"2021-08-05",3,0,5,8,"registered",415,"3.99","1.24","1655.85","1141.25",4,"3"
"2021-08-05",3,0,5,9,"registered",183,"3.99","1.24","730.17","503.25",4,"3"
"2021-08-05",3,0,5,10,"registered",113,"3.99","1.24","450.87","310.75",4,"3"
"2021-08-05",3,0,5,11,"registered",103,"3.99","1.24","410.97","283.25",4,"3"
"2021-08-05",3,0,5,12,"registered",159,"3.99","1.24","634.41","437.25",4,"3"
"2021-08-05",3,0,5,13,"registered",164,"3.99","1.24","654.36","451.00",4,"3"
"2021-08-05",3,0,5,14,"registered",164,"3.99","1.24","654.36","451.00",4,"3"
"2021-08-05",3,0,5,15,"registered",160,"3.99","1.24","638.40","440.00",4,"3"
"2021-08-05",3,0,5,16,"registered",254,"3.99","1.24","1013.46","698.50",4,"3"
"2021-08-05",3,0,5,17,"registered",466,"3.99","1.24","1859.34","1281.50",4,"3"
"2021-08-05",3,0,5,18,"registered",361,"3.99","1.24","1440.39","992.75",4,"3"
"2021-08-05",3,0,5,19,"registered",282,"3.99","1.24","1125.18","775.50",4,"3"
"2021-08-05",3,0,5,20,"registered",221,"3.99","1.24","881.79","607.75",4,"3"
"2021-08-05",3,0,5,21,"registered",119,"3.99","1.24","474.81","327.25",4,"3"
"2021-08-05",3,0,5,22,"registered",137,"3.99","1.24","546.63","376.75",4,"3"
"2021-08-05",3,0,5,23,"registered",102,"3.99","1.24","406.98","280.50",4,"3"
"2021-08-06",3,0,6,0,"registered",104,"3.99","1.24","414.96","286.00",5,"3"
"2021-08-06",3,0,6,1,"registered",50,"3.99","1.24","199.50","137.50",5,"3"
"2021-08-06",3,0,6,2,"registered",39,"3.99","1.24","155.61","107.25",5,"3"
"2021-08-06",3,0,6,3,"registered",28,"3.99","1.24","111.72","77.00",5,"3"
"2021-08-06",3,0,6,4,"registered",5,"3.99","1.24","19.95","13.75",5,"3"
"2021-08-06",3,0,6,5,"registered",4,"3.99","1.24","15.96","11.00",5,"3"
"2021-08-06",3,0,6,6,"registered",22,"3.99","1.24","87.78","60.50",5,"3"
"2021-08-06",3,0,6,7,"registered",49,"3.99","1.24","195.51","134.75",5,"3"
"2021-08-06",3,0,6,8,"registered",94,"3.99","1.24","375.06","258.50",5,"3"
"2021-08-06",3,0,6,9,"registered",155,"3.99","1.24","618.45","426.25",5,"3"
"2021-08-06",3,0,6,10,"registered",199,"3.99","1.24","794.01","547.25",5,"3"
"2021-08-06",3,0,6,11,"registered",211,"3.99","1.24","841.89","580.25",5,"3"
"2021-08-06",3,0,6,12,"registered",252,"3.99","1.24","1005.48","693.00",5,"3"
"2021-08-06",3,0,6,13,"registered",265,"3.99","1.24","1057.35","728.75",5,"3"
"2021-08-06",3,0,6,14,"registered",204,"3.99","1.24","813.96","561.00",5,"3"
"2021-08-06",3,0,6,15,"registered",232,"3.99","1.24","925.68","638.00",5,"3"
"2021-08-06",3,0,6,16,"registered",188,"3.99","1.24","750.12","517.00",5,"3"
"2021-08-06",3,0,6,17,"registered",88,"3.99","1.24","351.12","242.00",5,"3"
"2021-08-06",3,0,6,18,"registered",130,"3.99","1.24","518.70","357.50",5,"3"
"2021-08-06",3,0,6,19,"registered",114,"3.99","1.24","454.86","313.50",5,"3"
"2021-08-06",3,0,6,20,"registered",79,"3.99","1.24","315.21","217.25",5,"3"
"2021-08-06",3,0,6,21,"registered",86,"3.99","1.24","343.14","236.50",5,"3"
"2021-08-06",3,0,6,22,"registered",96,"3.99","1.24","383.04","264.00",5,"3"
"2021-08-06",3,0,6,23,"registered",79,"3.99","1.24","315.21","217.25",5,"3"
"2021-08-07",3,0,0,0,"registered",66,"3.99","1.24","263.34","181.50",6,"3"
"2021-08-07",3,0,0,1,"registered",63,"3.99","1.24","251.37","173.25",6,"3"
"2021-08-07",3,0,0,2,"registered",48,"3.99","1.24","191.52","132.00",6,"3"
"2021-08-07",3,0,0,3,"registered",23,"3.99","1.24","91.77","63.25",6,"3"
"2021-08-07",3,0,0,4,"registered",5,"3.99","1.24","19.95","13.75",6,"3"
"2021-08-07",3,0,0,5,"registered",4,"3.99","1.24","15.96","11.00",6,"3"
"2021-08-07",3,0,0,6,"registered",10,"3.99","1.24","39.90","27.50",6,"3"
"2021-08-07",3,0,0,7,"registered",28,"3.99","1.24","111.72","77.00",6,"3"
"2021-08-07",3,0,0,8,"registered",66,"3.99","1.24","263.34","181.50",6,"3"
"2021-08-07",3,0,0,9,"registered",102,"3.99","1.24","406.98","280.50",6,"3"
"2021-08-07",3,0,0,10,"registered",178,"3.99","1.24","710.22","489.50",6,"3"
"2021-08-07",3,0,0,11,"registered",156,"3.99","1.24","622.44","429.00",6,"3"
"2021-08-07",3,0,0,12,"registered",209,"3.99","1.24","833.91","574.75",6,"3"
"2021-08-07",3,0,0,13,"registered",206,"3.99","1.24","821.94","566.50",6,"3"
"2021-08-07",3,0,0,14,"registered",192,"3.99","1.24","766.08","528.00",6,"3"
"2021-08-07",3,0,0,15,"registered",208,"3.99","1.24","829.92","572.00",6,"3"
"2021-08-07",3,0,0,16,"registered",119,"3.99","1.24","474.81","327.25",6,"3"
"2021-08-07",3,0,0,17,"registered",131,"3.99","1.24","522.69","360.25",6,"3"
"2021-08-07",3,0,0,18,"registered",155,"3.99","1.24","618.45","426.25",6,"3"
"2021-08-07",3,0,0,19,"registered",160,"3.99","1.24","638.40","440.00",6,"3"
"2021-08-07",3,0,0,20,"registered",133,"3.99","1.24","530.67","365.75",6,"3"
"2021-08-07",3,0,0,21,"registered",100,"3.99","1.24","399.00","275.00",6,"3"
"2021-08-07",3,0,0,22,"registered",82,"3.99","1.24","327.18","225.50",6,"3"
"2021-08-07",3,0,0,23,"registered",43,"3.99","1.24","171.57","118.25",6,"3"
"2021-08-08",3,0,1,0,"registered",17,"3.99","1.24","67.83","46.75",7,"3"
"2021-08-08",3,0,1,1,"registered",8,"3.99","1.24","31.92","22.00",7,"3"
"2021-08-08",3,0,1,2,"registered",3,"3.99","1.24","11.97","8.25",7,"3"
"2021-08-08",3,0,1,3,"registered",0,"3.99","1.24","0.00","0.00",7,"3"
"2021-08-08",3,0,1,4,"registered",8,"3.99","1.24","31.92","22.00",7,"3"
"2021-08-08",3,0,1,5,"registered",14,"3.99","1.24","55.86","38.50",7,"3"
"2021-08-08",3,0,1,6,"registered",87,"3.99","1.24","347.13","239.25",7,"3"
"2021-08-08",3,0,1,7,"registered",249,"3.99","1.24","993.51","684.75",7,"3"
"2021-08-08",3,0,1,8,"registered",320,"3.99","1.24","1276.80","880.00",7,"3"
"2021-08-08",3,0,1,9,"registered",146,"3.99","1.24","582.54","401.50",7,"3"
"2021-08-08",3,0,1,10,"registered",62,"3.99","1.24","247.38","170.50",7,"3"
"2021-08-08",3,0,1,11,"registered",89,"3.99","1.24","355.11","244.75",7,"3"
"2021-08-08",3,0,1,12,"registered",134,"3.99","1.24","534.66","368.50",7,"3"
"2021-08-08",3,0,1,13,"registered",108,"3.99","1.24","430.92","297.00",7,"3"
"2021-08-08",3,0,1,14,"registered",109,"3.99","1.24","434.91","299.75",7,"3"
"2021-08-08",3,0,1,15,"registered",86,"3.99","1.24","343.14","236.50",7,"3"
"2021-08-08",3,0,1,16,"registered",218,"3.99","1.24","869.82","599.50",7,"3"
"2021-08-08",3,0,1,17,"registered",460,"3.99","1.24","1835.40","1265.00",7,"3"
"2021-08-08",3,0,1,18,"registered",465,"3.99","1.24","1855.35","1278.75",7,"3"
"2021-08-08",3,0,1,19,"registered",352,"3.99","1.24","1404.48","968.00",7,"3"
"2021-08-08",3,0,1,20,"registered",215,"3.99","1.24","857.85","591.25",7,"3"
"2021-08-08",3,0,1,21,"registered",156,"3.99","1.24","622.44","429.00",7,"3"
"2021-08-08",3,0,1,22,"registered",121,"3.99","1.24","482.79","332.75",7,"3"
"2021-08-08",3,0,1,23,"registered",53,"3.99","1.24","211.47","145.75",7,"3"
"2021-08-09",3,0,2,0,"registered",25,"3.99","1.24","99.75","68.75",1,"3"
"2021-08-09",3,0,2,1,"registered",9,"3.99","1.24","35.91","24.75",1,"3"
"2021-08-09",3,0,2,2,"registered",3,"3.99","1.24","11.97","8.25",1,"3"
"2021-08-09",3,0,2,3,"registered",3,"3.99","1.24","11.97","8.25",1,"3"
"2021-08-09",3,0,2,4,"registered",6,"3.99","1.24","23.94","16.50",1,"3"
"2021-08-09",3,0,2,5,"registered",25,"3.99","1.24","99.75","68.75",1,"3"
"2021-08-09",3,0,2,6,"registered",95,"3.99","1.24","379.05","261.25",1,"3"
"2021-08-09",3,0,2,7,"registered",313,"3.99","1.24","1248.87","860.75",1,"3"
"2021-08-09",3,0,2,8,"registered",352,"3.99","1.24","1404.48","968.00",1,"3"
"2021-08-09",3,0,2,9,"registered",141,"3.99","1.24","562.59","387.75",1,"3"
"2021-08-09",3,0,2,10,"registered",89,"3.99","1.24","355.11","244.75",1,"3"
"2021-08-09",3,0,2,11,"registered",88,"3.99","1.24","351.12","242.00",1,"3"
"2021-08-09",3,0,2,12,"registered",125,"3.99","1.24","498.75","343.75",1,"3"
"2021-08-09",3,0,2,13,"registered",127,"3.99","1.24","506.73","349.25",1,"3"
"2021-08-09",3,0,2,14,"registered",95,"3.99","1.24","379.05","261.25",1,"3"
"2021-08-09",3,0,2,15,"registered",106,"3.99","1.24","422.94","291.50",1,"3"
"2021-08-09",3,0,2,16,"registered",228,"3.99","1.24","909.72","627.00",1,"3"
"2021-08-09",3,0,2,17,"registered",453,"3.99","1.24","1807.47","1245.75",1,"3"
"2021-08-09",3,0,2,18,"registered",488,"3.99","1.24","1947.12","1342.00",1,"3"
"2021-08-09",3,0,2,19,"registered",302,"3.99","1.24","1204.98","830.50",1,"3"
"2021-08-09",3,0,2,20,"registered",258,"3.99","1.24","1029.42","709.50",1,"3"
"2021-08-09",3,0,2,21,"registered",184,"3.99","1.24","734.16","506.00",1,"3"
"2021-08-09",3,0,2,22,"registered",127,"3.99","1.24","506.73","349.25",1,"3"
"2021-08-09",3,0,2,23,"registered",53,"3.99","1.24","211.47","145.75",1,"3"
"2021-08-10",3,0,3,0,"registered",18,"3.99","1.24","71.82","49.50",2,"3"
"2021-08-10",3,0,3,1,"registered",10,"3.99","1.24","39.90","27.50",2,"3"
"2021-08-10",3,0,3,2,"registered",10,"3.99","1.24","39.90","27.50",2,"3"
"2021-08-10",3,0,3,3,"registered",3,"3.99","1.24","11.97","8.25",2,"3"
"2021-08-10",3,0,3,4,"registered",4,"3.99","1.24","15.96","11.00",2,"3"
"2021-08-10",3,0,3,5,"registered",30,"3.99","1.24","119.70","82.50",2,"3"
"2021-08-10",3,0,3,6,"registered",110,"3.99","1.24","438.90","302.50",2,"3"
"2021-08-10",3,0,3,7,"registered",289,"3.99","1.24","1153.11","794.75",2,"3"
"2021-08-10",3,0,3,8,"registered",361,"3.99","1.24","1440.39","992.75",2,"3"
"2021-08-10",3,0,3,9,"registered",148,"3.99","1.24","590.52","407.00",2,"3"
"2021-08-10",3,0,3,10,"registered",72,"3.99","1.24","287.28","198.00",2,"3"
"2021-08-10",3,0,3,11,"registered",95,"3.99","1.24","379.05","261.25",2,"3"
"2021-08-10",3,0,3,12,"registered",166,"3.99","1.24","662.34","456.50",2,"3"
"2021-08-10",3,0,3,13,"registered",150,"3.99","1.24","598.50","412.50",2,"3"
"2021-08-10",3,0,3,14,"registered",116,"3.99","1.24","462.84","319.00",2,"3"
"2021-08-10",3,0,3,15,"registered",141,"3.99","1.24","562.59","387.75",2,"3"
"2021-08-10",3,0,3,16,"registered",206,"3.99","1.24","821.94","566.50",2,"3"
"2021-08-10",3,0,3,17,"registered",513,"3.99","1.24","2046.87","1410.75",2,"3"
"2021-08-10",3,0,3,18,"registered",489,"3.99","1.24","1951.11","1344.75",2,"3"
"2021-08-10",3,0,3,19,"registered",334,"3.99","1.24","1332.66","918.50",2,"3"
"2021-08-10",3,0,3,20,"registered",253,"3.99","1.24","1009.47","695.75",2,"3"
"2021-08-10",3,0,3,21,"registered",162,"3.99","1.24","646.38","445.50",2,"3"
"2021-08-10",3,0,3,22,"registered",122,"3.99","1.24","486.78","335.50",2,"3"
"2021-08-10",3,0,3,23,"registered",94,"3.99","1.24","375.06","258.50",2,"3"
"2021-08-11",3,0,4,0,"registered",40,"3.99","1.24","159.60","110.00",3,"3"
"2021-08-11",3,0,4,1,"registered",17,"3.99","1.24","67.83","46.75",3,"3"
"2021-08-11",3,0,4,2,"registered",8,"3.99","1.24","31.92","22.00",3,"3"
"2021-08-11",3,0,4,3,"registered",7,"3.99","1.24","27.93","19.25",3,"3"
"2021-08-11",3,0,4,4,"registered",4,"3.99","1.24","15.96","11.00",3,"3"
"2021-08-11",3,0,4,5,"registered",23,"3.99","1.24","91.77","63.25",3,"3"
"2021-08-11",3,0,4,6,"registered",101,"3.99","1.24","402.99","277.75",3,"3"
"2021-08-11",3,0,4,7,"registered",292,"3.99","1.24","1165.08","803.00",3,"3"
"2021-08-11",3,0,4,8,"registered",361,"3.99","1.24","1440.39","992.75",3,"3"
"2021-08-11",3,0,4,9,"registered",166,"3.99","1.24","662.34","456.50",3,"3"
"2021-08-11",3,0,4,10,"registered",96,"3.99","1.24","383.04","264.00",3,"3"
"2021-08-11",3,0,4,11,"registered",128,"3.99","1.24","510.72","352.00",3,"3"
"2021-08-11",3,0,4,12,"registered",164,"3.99","1.24","654.36","451.00",3,"3"
"2021-08-11",3,0,4,13,"registered",166,"3.99","1.24","662.34","456.50",3,"3"
"2021-08-11",3,0,4,14,"registered",103,"3.99","1.24","410.97","283.25",3,"3"
"2021-08-11",3,0,4,15,"registered",126,"3.99","1.24","502.74","346.50",3,"3"
"2021-08-11",3,0,4,16,"registered",241,"3.99","1.24","961.59","662.75",3,"3"
"2021-08-11",3,0,4,17,"registered",486,"3.99","1.24","1939.14","1336.50",3,"3"
"2021-08-11",3,0,4,18,"registered",497,"3.99","1.24","1983.03","1366.75",3,"3"
"2021-08-11",3,0,4,19,"registered",323,"3.99","1.24","1288.77","888.25",3,"3"
